timestamp,site_id,site_type,site_name,consumption_kwh,consumption_euros,temperature_celsius,humidity_percent,solar_irradiance_wm2,hour,day_of_week,day_name,month,is_weekend,is_working_hours
2023-01-01 00:00:00,SITE007,factory,Usine de Production,400.58,60.09,10.5,67.8,56.1,0,6,Sunday,1,1,0
2023-01-01 01:00:00,SITE007,factory,Usine de Production,291.32,43.7,10.1,75.2,35.2,1,6,Sunday,1,1,0
2023-01-01 02:00:00,SITE007,factory,Usine de Production,393.0,58.95,10.4,71.4,29.8,2,6,Sunday,1,1,0
2023-01-01 03:00:00,SITE007,factory,Usine de Production,365.58,54.84,10.7,63.2,0.0,3,6,Sunday,1,1,0
2023-01-01 04:00:00,SITE007,factory,Usine de Production,510.26,76.54,10.2,70.7,0.0,4,6,Sunday,1,1,0
2023-01-01 05:00:00,SITE007,factory,Usine de Production,0.0,0.0,12.4,72.2,7.7,5,6,Sunday,1,1,0
2023-01-01 06:00:00,SITE007,factory,Usine de Production,0.0,0.0,18.8,74.1,0.0,6,6,Sunday,1,1,1
2023-01-01 07:00:00,SITE007,factory,Usine de Production,0.0,0.0,18.8,72.9,233.5,7,6,Sunday,1,1,1
2023-01-01 08:00:00,SITE007,factory,Usine de Production,0.0,0.0,17.7,80.9,418.3,8,6,Sunday,1,1,1
2023-01-01 09:00:00,SITE007,factory,Usine de Production,0.0,0.0,16.0,78.2,595.1,9,6,Sunday,1,1,1
2023-01-01 10:00:00,SITE007,factory,Usine de Production,366.13,54.92,19.1,71.7,726.4,10,6,Sunday,1,1,1
2023-01-01 11:00:00,SITE007,factory,Usine de Production,300.03,45.0,19.6,72.6,802.1,11,6,Sunday,1,1,1
2023-01-01 12:00:00,SITE007,factory,Usine de Production,292.99,43.95,19.1,76.1,904.1,12,6,Sunday,1,1,1
2023-01-01 13:00:00,SITE007,factory,Usine de Production,384.81,57.72,20.3,69.9,924.9,13,6,Sunday,1,1,1
2023-01-01 14:00:00,SITE007,factory,Usine de Production,322.41,48.36,18.1,76.9,,14,6,Sunday,1,1,1
2023-01-01 15:00:00,SITE007,factory,Usine de Production,393.44,59.02,17.9,62.6,,15,6,Sunday,1,1,1
2023-01-01 16:00:00,SITE007,factory,Usine de Production,186.36,27.95,15.1,69.2,,16,6,Sunday,1,1,1
2023-01-01 17:00:00,SITE007,factory,Usine de Production,246.79,37.02,20.1,69.5,560.9,17,6,Sunday,1,1,1
2023-01-01 18:00:00,SITE007,factory,Usine de Production,0.0,0.0,16.1,66.9,468.8,18,6,Sunday,1,1,1
2023-01-01 19:00:00,SITE007,factory,Usine de Production,345.89,51.88,13.6,72.8,289.0,19,6,Sunday,1,1,1
2023-01-01 20:00:00,SITE007,factory,Usine de Production,211.04,31.66,15.5,68.4,140.3,20,6,Sunday,1,1,1
2023-01-01 21:00:00,SITE007,factory,Usine de Production,341.72,51.26,11.0,68.2,43.1,21,6,Sunday,1,1,1
2023-01-01 22:00:00,SITE007,factory,Usine de Production,384.14,57.62,11.3,65.4,0.0,22,6,Sunday,1,1,0
2023-01-01 23:00:00,SITE007,factory,Usine de Production,281.44,42.22,6.5,69.0,0.0,23,6,Sunday,1,1,0
2023-01-02 00:00:00,SITE007,factory,Usine de Production,389.78,58.47,9.8,74.2,0.0,0,0,Monday,1,0,0
2023-01-02 01:00:00,SITE007,factory,Usine de Production,317.94,47.69,8.2,69.3,0.0,1,0,Monday,1,0,0
2023-01-02 02:00:00,SITE007,factory,Usine de Production,281.53,42.23,9.6,72.4,56.5,2,0,Monday,1,0,0
2023-01-02 03:00:00,SITE007,factory,Usine de Production,252.25,37.84,13.7,76.3,67.4,3,0,Monday,1,0,0
