timestamp,site_id,site_type,site_name,consumption_kwh,consumption_euros,temperature_celsius,humidity_percent,solar_irradiance_wm2,hour,day_of_week,day_name,month,is_weekend,is_working_hours
2023-01-01 00:00:00,SITE001,office,Bureau Tertiaire,85.82,12.87,10.6,76.7,0.0,0,6,Sunday,1,1,0
2023-01-01 01:00:00,SITE001,office,Bureau Tertiaire,89.84,13.48,12.0,70.6,0.0,1,6,Sunday,1,1,0
2023-01-01 02:00:00,SITE001,office,Bureau Tertiaire,80.62,12.09,13.8,62.2,0.0,2,6,Sunday,1,1,0
2023-01-01 03:00:00,SITE001,office,Bureau Tertiaire,92.67,13.9,9.4,66.0,0.0,3,6,Sunday,1,1,0
2023-01-01 04:00:00,SITE001,office,Bureau Tertiaire,72.5,10.88,14.8,67.2,41.5,4,6,Sunday,1,1,0
2023-01-01 05:00:00,SITE001,office,Bureau Tertiaire,30.2,4.53,14.9,66.8,35.3,5,6,Sunday,1,1,0
2023-01-01 06:00:00,SITE001,office,Bureau Tertiaire,29.25,4.39,17.2,79.0,93.3,6,6,Sunday,1,1,0
2023-01-01 07:00:00,SITE001,office,Bureau Tertiaire,83.61,12.54,16.6,73.0,149.6,7,6,Sunday,1,1,0
2023-01-01 08:00:00,SITE001,office,Bureau Tertiaire,74.32,11.15,20.2,61.5,370.9,8,6,Sunday,1,1,1
2023-01-01 09:00:00,SITE001,office,Bureau Tertiaire,69.56,10.43,19.5,73.7,570.3,9,6,Sunday,1,1,1
2023-01-01 10:00:00,SITE001,office,Bureau Tertiaire,75.49,11.32,14.5,64.8,687.9,10,6,Sunday,1,1,1
2023-01-01 11:00:00,SITE001,office,Bureau Tertiaire,69.4,10.41,21.1,72.7,814.9,11,6,Sunday,1,1,1
2023-01-01 12:00:00,SITE001,office,Bureau Tertiaire,67.25,10.09,18.8,78.1,870.3,12,6,Sunday,1,1,1
2023-01-01 13:00:00,SITE001,office,Bureau Tertiaire,78.73,11.81,21.1,64.0,893.6,13,6,Sunday,1,1,1
2023-01-01 14:00:00,SITE001,office,Bureau Tertiaire,73.53,11.03,16.2,63.7,990.3,14,6,Sunday,1,1,1
2023-01-01 15:00:00,SITE001,office,Bureau Tertiaire,72.36,10.85,17.6,70.7,863.8,15,6,Sunday,1,1,1
2023-01-01 16:00:00,SITE001,office,Bureau Tertiaire,86.65,13.0,14.0,71.1,680.3,16,6,Sunday,1,1,1
2023-01-01 17:00:00,SITE001,office,Bureau Tertiaire,81.15,12.17,14.7,74.8,613.8,17,6,Sunday,1,1,1
2023-01-01 18:00:00,SITE001,office,Bureau Tertiaire,84.55,12.68,13.8,67.4,397.0,18,6,Sunday,1,1,1
2023-01-01 19:00:00,SITE001,office,Bureau Tertiaire,71.44,10.72,13.4,59.9,239.3,19,6,Sunday,1,1,0
2023-01-01 20:00:00,SITE001,office,Bureau Tertiaire,88.11,13.22,16.8,54.4,23.7,20,6,Sunday,1,1,0
2023-01-01 21:00:00,SITE001,office,Bureau Tertiaire,72.02,10.8,15.8,64.4,0.0,21,6,Sunday,1,1,0
2023-01-01 22:00:00,SITE001,office,Bureau Tertiaire,92.27,13.84,10.3,68.9,0.0,22,6,Sunday,1,1,0
2023-01-01 23:00:00,SITE001,office,Bureau Tertiaire,75.5,11.33,10.3,75.2,43.9,23,6,Sunday,1,1,0
2023-01-02 00:00:00,SITE001,office,Bureau Tertiaire,70.21,10.53,10.7,70.3,0.0,0,0,Monday,1,0,0
2023-01-02 01:00:00,SITE001,office,Bureau Tertiaire,69.86,10.48,9.9,63.7,0.0,1,0,Monday,1,0,0
2023-01-02 02:00:00,SITE001,office,Bureau Tertiaire,73.52,11.03,10.0,73.5,0.0,2,0,Monday,1,0,0
2023-01-02 03:00:00,SITE001,office,Bureau Tertiaire,60.27,9.04,12.6,79.2,36.6,3,0,Monday,1,0,0
2023-01-02 04:00:00,SITE001,office,Bureau Tertiaire,68.68,10.3,10.1,66.7,0.0,4,0,Monday,1,0,0
2023-01-02 05:00:00,SITE001,office,Bureau Tertiaire,67.95,10.19,12.1,65.5,39.7,5,0,Monday,1,0,0
2023-01-02 06:00:00,SITE001,office,Bureau Tertiaire,66.2,9.93,16.7,76.4,88.6,6,0,Monday,1,0,0
2023-01-02 07:00:00,SITE001,office,Bureau Tertiaire,56.59,8.49,19.8,73.4,205.4,7,0,Monday,1,0,0
2023-01-02 08:00:00,SITE001,office,Bureau Tertiaire,72.3,10.85,19.4,68.7,473.4,8,0,Monday,1,0,1
2023-01-02 09:00:00,SITE001,office,Bureau Tertiaire,121.59,18.24,18.4,71.5,631.4,9,0,Monday,1,0,1
2023-01-02 10:00:00,SITE001,office,Bureau Tertiaire,149.94,22.49,20.0,71.1,801.3,10,0,Monday,1,0,1
2023-01-02 11:00:00,SITE001,office,Bureau Tertiaire,153.98,23.1,20.2,64.2,816.9,11,0,Monday,1,0,1
2023-01-02 12:00:00,SITE001,office,Bureau Tertiaire,146.59,21.99,21.1,63.5,873.1,12,0,Monday,1,0,1
2023-01-02 13:00:00,SITE001,office,Bureau Tertiaire,150.11,22.52,18.5,71.5,765.7,13,0,Monday,1,0,1
2023-01-02 14:00:00,SITE001,office,Bureau Tertiaire,155.5,23.33,18.4,60.3,867.9,14,0,Monday,1,0,1
2023-01-02 15:00:00,SITE001,office,Bureau Tertiaire,146.93,22.04,20.5,63.9,858.4,15,0,Monday,1,0,1
2023-01-02 16:00:00,SITE001,office,Bureau Tertiaire,152.33,22.85,18.3,65.6,735.7,16,0,Monday,1,0,1
2023-01-02 17:00:00,SITE001,office,Bureau Tertiaire,158.71,23.81,16.6,64.6,535.7,17,0,Monday,1,0,1
2023-01-02 18:00:00,SITE001,office,Bureau Tertiaire,121.71,18.26,13.7,76.9,370.3,18,0,Monday,1,0,1
2023-01-02 19:00:00,SITE001,office,Bureau Tertiaire,67.54,10.13,13.7,72.7,169.4,19,0,Monday,1,0,0
2023-01-02 20:00:00,SITE001,office,Bureau Tertiaire,61.12,9.17,14.5,68.7,0.0,20,0,Monday,1,0,0
2023-01-02 21:00:00,SITE001,office,Bureau Tertiaire,62.9,9.44,15.2,63.6,0.0,21,0,Monday,1,0,0
2023-01-02 22:00:00,SITE001,office,Bureau Tertiaire,80.59,12.09,8.7,76.0,0.0,22,0,Monday,1,0,0
2023-01-02 23:00:00,SITE001,office,Bureau Tertiaire,63.98,9.6,8.4,66.6,0.0,23,0,Monday,1,0,0
2023-01-03 00:00:00,SITE001,office,Bureau Tertiaire,68.05,10.21,9.3,64.1,0.0,0,1,Tuesday,1,0,0
2023-01-03 01:00:00,SITE001,office,Bureau Tertiaire,74.61,11.19,9.8,70.0,0.0,1,1,Tuesday,1,0,0
2023-01-03 02:00:00,SITE001,office,Bureau Tertiaire,73.98,11.1,11.7,68.7,11.5,2,1,Tuesday,1,0,0
2023-01-03 03:00:00,SITE001,office,Bureau Tertiaire,70.82,10.62,12.7,66.8,51.0,3,1,Tuesday,1,0,0
2023-01-03 04:00:00,SITE001,office,Bureau Tertiaire,62.76,9.41,11.6,65.1,87.9,4,1,Tuesday,1,0,0
2023-01-03 05:00:00,SITE001,office,Bureau Tertiaire,65.07,9.76,15.3,80.4,15.0,5,1,Tuesday,1,0,0
2023-01-03 06:00:00,SITE001,office,Bureau Tertiaire,60.27,9.04,19.6,63.4,21.2,6,1,Tuesday,1,0,0
2023-01-03 07:00:00,SITE001,office,Bureau Tertiaire,69.56,10.43,17.0,70.0,194.9,7,1,Tuesday,1,0,0
2023-01-03 08:00:00,SITE001,office,Bureau Tertiaire,88.23,13.23,16.7,71.8,366.3,8,1,Tuesday,1,0,1
2023-01-03 09:00:00,SITE001,office,Bureau Tertiaire,117.39,17.61,18.2,77.0,472.8,9,1,Tuesday,1,0,1
2023-01-03 10:00:00,SITE001,office,Bureau Tertiaire,140.17,21.03,19.9,63.8,708.2,10,1,Tuesday,1,0,1
2023-01-03 11:00:00,SITE001,office,Bureau Tertiaire,152.05,22.81,20.2,69.2,835.7,11,1,Tuesday,1,0,1
2023-01-03 12:00:00,SITE001,office,Bureau Tertiaire,152.27,22.84,20.5,69.1,835.1,12,1,Tuesday,1,0,1
2023-01-03 13:00:00,SITE001,office,Bureau Tertiaire,162.53,24.38,21.5,71.0,976.5,13,1,Tuesday,1,0,1
2023-01-03 14:00:00,SITE001,office,Bureau Tertiaire,152.28,22.84,22.3,79.0,930.6,14,1,Tuesday,1,0,1
2023-01-03 15:00:00,SITE001,office,Bureau Tertiaire,152.46,22.87,20.7,72.5,851.7,15,1,Tuesday,1,0,1
2023-01-03 16:00:00,SITE001,office,Bureau Tertiaire,165.48,24.82,15.6,72.8,669.3,16,1,Tuesday,1,0,1
2023-01-03 17:00:00,SITE001,office,Bureau Tertiaire,167.17,25.08,15.7,66.9,643.0,17,1,Tuesday,1,0,1
2023-01-03 18:00:00,SITE001,office,Bureau Tertiaire,124.06,18.61,16.8,63.7,451.5,18,1,Tuesday,1,0,1
2023-01-03 19:00:00,SITE001,office,Bureau Tertiaire,71.46,10.72,11.0,69.5,159.8,19,1,Tuesday,1,0,0
2023-01-03 20:00:00,SITE001,office,Bureau Tertiaire,140.51,21.08,9.2,73.7,0.0,20,1,Tuesday,1,0,0
2023-01-03 21:00:00,SITE001,office,Bureau Tertiaire,151.71,22.76,10.5,64.6,16.6,21,1,Tuesday,1,0,0
2023-01-03 22:00:00,SITE001,office,Bureau Tertiaire,150.56,22.58,12.1,69.0,0.0,22,1,Tuesday,1,0,0
2023-01-03 23:00:00,SITE001,office,Bureau Tertiaire,76.21,11.43,11.2,62.9,20.5,23,1,Tuesday,1,0,0
2023-01-04 00:00:00,SITE001,office,Bureau Tertiaire,71.43,10.72,11.6,68.4,39.6,0,2,Wednesday,1,0,0
2023-01-04 01:00:00,SITE001,office,Bureau Tertiaire,72.6,10.89,9.7,75.6,0.0,1,2,Wednesday,1,0,0
2023-01-04 02:00:00,SITE001,office,Bureau Tertiaire,72.35,10.85,10.7,78.0,72.8,2,2,Wednesday,1,0,0
2023-01-04 03:00:00,SITE001,office,Bureau Tertiaire,77.4,11.61,11.2,68.2,2.2,3,2,Wednesday,1,0,0
2023-01-04 04:00:00,SITE001,office,Bureau Tertiaire,61.69,9.25,18.9,73.0,,4,2,Wednesday,1,0,0
2023-01-04 05:00:00,SITE001,office,Bureau Tertiaire,65.87,9.88,12.1,75.4,0.0,5,2,Wednesday,1,0,0
2023-01-04 06:00:00,SITE001,office,Bureau Tertiaire,67.35,10.1,15.9,66.8,0.0,6,2,Wednesday,1,0,0
