timestamp,site_id,site_type,site_name,consumption_kwh,consumption_euros,temperature_celsius,humidity_percent,solar_irradiance_wm2,hour,day_of_week,day_name,month,is_weekend,is_working_hours
2023-01-01 00:00:00,SITE005,hospital,Hôpital,572.06,85.81,7.2,74.1,0.0,0,6,Sunday,1,1,1
2023-01-01 01:00:00,SITE005,hospital,Hôpital,551.7,82.75,8.9,69.5,0.0,1,6,Sunday,1,1,1
2023-01-01 02:00:00,SITE005,hospital,Hôpital,615.87,92.38,8.1,57.9,23.4,2,6,Sunday,1,1,1
2023-01-01 03:00:00,SITE005,hospital,Hôpital,525.75,78.86,12.9,68.6,0.8,3,6,Sunday,1,1,1
2023-01-01 04:00:00,SITE005,hospital,Hôpital,567.2,85.08,11.4,59.5,0.0,4,6,Sunday,1,1,1
2023-01-01 05:00:00,SITE005,hospital,Hôpital,511.6,76.74,15.2,71.9,0.0,5,6,Sunday,1,1,1
2023-01-01 06:00:00,SITE005,hospital,Hôpital,498.52,74.78,16.0,65.8,0.0,6,6,Sunday,1,1,1
2023-01-01 07:00:00,SITE005,hospital,Hôpital,506.54,75.98,13.3,64.6,257.0,7,6,Sunday,1,1,1
2023-01-01 08:00:00,SITE005,hospital,Hôpital,491.12,73.67,15.6,69.7,330.2,8,6,Sunday,1,1,1
2023-01-01 09:00:00,SITE005,hospital,Hôpital,494.73,74.21,15.1,65.6,502.3,9,6,Sunday,1,1,1
2023-01-01 10:00:00,SITE005,hospital,Hôpital,425.84,63.88,19.1,64.6,705.6,10,6,Sunday,1,1,1
2023-01-01 11:00:00,SITE005,hospital,Hôpital,460.13,69.02,18.0,69.2,844.2,11,6,Sunday,1,1,1
2023-01-01 12:00:00,SITE005,hospital,Hôpital,476.64,71.5,17.0,70.1,882.5,12,6,Sunday,1,1,1
2023-01-01 13:00:00,SITE005,hospital,Hôpital,466.24,69.94,22.4,74.8,1001.6,13,6,Sunday,1,1,1
2023-01-01 14:00:00,SITE005,hospital,Hôpital,476.07,71.41,17.6,73.7,931.6,14,6,Sunday,1,1,1
2023-01-01 15:00:00,SITE005,hospital,Hôpital,470.98,70.65,18.1,70.8,818.7,15,6,Sunday,1,1,1
2023-01-01 16:00:00,SITE005,hospital,Hôpital,482.48,72.37,19.1,65.4,733.0,16,6,Sunday,1,1,1
2023-01-01 17:00:00,SITE005,hospital,Hôpital,522.73,78.41,12.3,67.9,600.5,17,6,Sunday,1,1,1
2023-01-01 18:00:00,SITE005,hospital,Hôpital,537.1,80.56,11.7,69.0,291.5,18,6,Sunday,1,1,1
2023-01-01 19:00:00,SITE005,hospital,Hôpital,466.43,69.96,14.1,66.4,250.3,19,6,Sunday,1,1,1
2023-01-01 20:00:00,SITE005,hospital,Hôpital,484.14,72.62,11.7,68.8,0.0,20,6,Sunday,1,1,1
2023-01-01 21:00:00,SITE005,hospital,Hôpital,511.81,76.77,9.5,64.4,0.0,21,6,Sunday,1,1,1
2023-01-01 22:00:00,SITE005,hospital,Hôpital,559.02,83.85,8.3,72.6,5.9,22,6,Sunday,1,1,1
2023-01-01 23:00:00,SITE005,hospital,Hôpital,526.8,79.02,7.5,66.0,0.0,23,6,Sunday,1,1,1
2023-01-02 00:00:00,SITE005,hospital,Hôpital,544.01,81.6,9.5,58.2,0.0,0,0,Monday,1,0,1
2023-01-02 01:00:00,SITE005,hospital,Hôpital,549.73,82.46,8.7,70.4,37.2,1,0,Monday,1,0,1
2023-01-02 02:00:00,SITE005,hospital,Hôpital,593.06,88.96,7.9,70.3,0.0,2,0,Monday,1,0,1
2023-01-02 03:00:00,SITE005,hospital,Hôpital,567.37,85.1,9.1,,32.4,3,0,Monday,1,0,1
2023-01-02 04:00:00,SITE005,hospital,Hôpital,518.12,77.72,15.2,74.3,0.0,4,0,Monday,1,0,1
2023-01-02 05:00:00,SITE005,hospital,Hôpital,486.76,73.01,15.0,57.2,11.9,5,0,Monday,1,0,1
2023-01-02 06:00:00,SITE005,hospital,Hôpital,558.55,83.78,10.9,74.1,0.0,6,0,Monday,1,0,1
2023-01-02 07:00:00,SITE005,hospital,Hôpital,518.76,77.81,14.7,63.2,178.2,7,0,Monday,1,0,1
2023-01-02 08:00:00,SITE005,hospital,Hôpital,516.42,77.46,17.2,76.1,423.2,8,0,Monday,1,0,1
2023-01-02 09:00:00,SITE005,hospital,Hôpital,493.16,73.97,20.6,72.1,592.7,9,0,Monday,1,0,1
2023-01-02 10:00:00,SITE005,hospital,Hôpital,503.42,75.51,15.8,69.0,649.6,10,0,Monday,1,0,1
2023-01-02 11:00:00,SITE005,hospital,Hôpital,531.51,79.73,19.1,79.0,816.5,11,0,Monday,1,0,1
2023-01-02 12:00:00,SITE005,hospital,Hôpital,528.16,79.22,16.0,74.7,903.2,12,0,Monday,1,0,1
2023-01-02 13:00:00,SITE005,hospital,Hôpital,451.47,67.72,17.8,64.4,888.1,13,0,Monday,1,0,1
2023-01-02 14:00:00,SITE005,hospital,Hôpital,474.09,71.11,21.1,68.0,878.6,14,0,Monday,1,0,1
2023-01-02 15:00:00,SITE005,hospital,Hôpital,641.04,96.16,20.1,74.9,861.6,15,0,Monday,1,0,1
2023-01-02 16:00:00,SITE005,hospital,Hôpital,698.62,104.79,15.4,62.5,722.8,16,0,Monday,1,0,1
2023-01-02 17:00:00,SITE005,hospital,Hôpital,650.0,97.5,19.2,66.8,600.1,17,0,Monday,1,0,1
2023-01-02 18:00:00,SITE005,hospital,Hôpital,724.21,108.63,13.4,75.0,455.1,18,0,Monday,1,0,1
2023-01-02 19:00:00,SITE005,hospital,Hôpital,698.62,104.79,15.4,66.7,213.1,19,0,Monday,1,0,1
2023-01-02 20:00:00,SITE005,hospital,Hôpital,781.79,117.27,8.9,70.4,35.6,20,0,Monday,1,0,1
2023-01-02 21:00:00,SITE005,hospital,Hôpital,752.36,112.85,11.2,72.7,10.9,21,0,Monday,1,0,1
2023-01-02 22:00:00,SITE005,hospital,Hôpital,767.71,115.16,10.0,74.1,0.0,22,0,Monday,1,0,1
2023-01-02 23:00:00,SITE005,hospital,Hôpital,788.19,118.23,8.4,61.2,0.0,23,0,Monday,1,0,1
2023-01-03 00:00:00,SITE005,hospital,Hôpital,765.15,114.77,10.2,74.2,27.0,0,1,Tuesday,1,0,1
2023-01-03 01:00:00,SITE005,hospital,Hôpital,790.74,118.61,8.2,70.7,0.0,1,1,Tuesday,1,0,1
2023-01-03 02:00:00,SITE005,hospital,Hôpital,790.74,118.61,8.2,66.3,30.2,2,1,Tuesday,1,0,1
2023-01-03 03:00:00,SITE005,hospital,Hôpital,717.81,107.67,13.9,75.0,0.0,3,1,Tuesday,1,0,1
2023-01-03 04:00:00,SITE005,hospital,Hôpital,501.28,75.19,11.2,68.3,1.3,4,1,Tuesday,1,0,1
2023-01-03 05:00:00,SITE005,hospital,Hôpital,497.44,74.62,16.5,76.0,0.0,5,1,Tuesday,1,0,1
2023-01-03 06:00:00,SITE005,hospital,Hôpital,455.81,68.37,17.6,74.2,9.0,6,1,Tuesday,1,0,1
2023-01-03 07:00:00,SITE005,hospital,Hôpital,556.3,83.45,13.2,68.0,241.0,7,1,Tuesday,1,0,1
2023-01-03 08:00:00,SITE005,hospital,Hôpital,482.68,72.4,18.8,69.4,355.9,8,1,Tuesday,1,0,1
2023-01-03 09:00:00,SITE005,hospital,Hôpital,482.73,72.41,20.1,64.3,606.8,9,1,Tuesday,1,0,1
2023-01-03 10:00:00,SITE005,hospital,Hôpital,470.71,70.61,17.7,70.0,685.1,10,1,Tuesday,1,0,1
2023-01-03 11:00:00,SITE005,hospital,Hôpital,430.68,64.6,19.3,63.9,766.3,11,1,Tuesday,1,0,1
2023-01-03 12:00:00,SITE005,hospital,Hôpital,443.22,66.48,17.7,65.0,955.3,12,1,Tuesday,1,0,1
2023-01-03 13:00:00,SITE005,hospital,Hôpital,483.73,72.56,16.3,67.7,912.0,13,1,Tuesday,1,0,1
2023-01-03 14:00:00,SITE005,hospital,Hôpital,428.9,64.33,21.0,68.2,911.2,14,1,Tuesday,1,0,1
2023-01-03 15:00:00,SITE005,hospital,Hôpital,490.94,73.64,14.2,67.3,860.7,15,1,Tuesday,1,0,1
2023-01-03 16:00:00,SITE005,hospital,Hôpital,444.49,66.67,18.3,65.5,854.5,16,1,Tuesday,1,0,1
2023-01-03 17:00:00,SITE005,hospital,Hôpital,498.44,74.77,15.7,65.6,657.3,17,1,Tuesday,1,0,1
2023-01-03 18:00:00,SITE005,hospital,Hôpital,476.24,71.44,16.0,67.7,476.5,18,1,Tuesday,1,0,1
2023-01-03 19:00:00,SITE005,hospital,Hôpital,472.73,70.91,13.9,73.8,282.3,19,1,Tuesday,1,0,1
2023-01-03 20:00:00,SITE005,hospital,Hôpital,479.27,71.89,14.4,62.5,0.0,20,1,Tuesday,1,0,1
2023-01-03 21:00:00,SITE005,hospital,Hôpital,521.64,78.25,8.2,75.9,69.1,21,1,Tuesday,1,0,1
2023-01-03 22:00:00,SITE005,hospital,Hôpital,507.06,76.06,10.9,70.7,0.0,22,1,Tuesday,1,0,1
2023-01-03 23:00:00,SITE005,hospital,Hôpital,538.63,80.8,10.5,65.3,0.0,23,1,Tuesday,1,0,1
2023-01-04 00:00:00,SITE005,hospital,Hôpital,535.06,80.26,11.3,64.8,0.0,0,2,Wednesday,1,0,1
2023-01-04 01:00:00,SITE005,hospital,Hôpital,582.31,87.35,6.7,73.3,0.0,1,2,Wednesday,1,0,1
2023-01-04 02:00:00,SITE005,hospital,Hôpital,548.01,82.2,13.0,69.8,75.6,2,2,Wednesday,1,0,1
2023-01-04 03:00:00,SITE005,hospital,Hôpital,494.9,74.23,14.4,72.2,25.4,3,2,Wednesday,1,0,1
2023-01-04 04:00:00,SITE005,hospital,Hôpital,546.63,82.0,10.9,74.0,0.0,4,2,Wednesday,1,0,1
2023-01-04 05:00:00,SITE005,hospital,Hôpital,507.86,76.18,15.6,73.2,92.9,5,2,Wednesday,1,0,1
2023-01-04 06:00:00,SITE005,hospital,Hôpital,541.87,81.28,15.8,76.0,0.0,6,2,Wednesday,1,0,1
2023-01-04 07:00:00,SITE005,hospital,Hôpital,519.81,77.97,12.9,82.1,204.3,7,2,Wednesday,1,0,1
2023-01-04 08:00:00,SITE005,hospital,Hôpital,472.82,70.92,20.1,59.5,454.4,8,2,Wednesday,1,0,1
