timestamp,site_id,site_type,site_name,consumption_kwh,consumption_euros,temperature_celsius,humidity_percent,solar_irradiance_wm2,hour,day_of_week,day_name,month,is_weekend,is_working_hours
2023-01-01 00:00:00,SITE003,datacenter,Data Center,914.89,137.23,7.1,70.0,0.0,0,6,Sunday,1,1,1
2023-01-01 01:00:00,SITE003,datacenter,Data Center,822.79,123.42,9.7,70.8,13.0,1,6,Sunday,1,1,1
2023-01-01 02:00:00,SITE003,datacenter,Data Center,885.43,132.81,8.4,68.5,0.0,2,6,Sunday,1,1,1
2023-01-01 03:00:00,SITE003,datacenter,Data Center,775.61,116.34,14.1,77.5,63.7,3,6,Sunday,1,1,1
2023-01-01 04:00:00,SITE003,datacenter,Data Center,832.82,124.92,10.9,66.2,0.0,4,6,Sunday,1,1,1
2023-01-01 05:00:00,SITE003,datacenter,Data Center,785.86,117.88,15.5,62.5,0.0,5,6,Sunday,1,1,1
2023-01-01 06:00:00,SITE003,datacenter,Data Center,764.51,114.68,16.6,65.7,0.0,6,6,Sunday,1,1,1
2023-01-01 07:00:00,SITE003,datacenter,Data Center,766.14,114.92,16.6,57.5,151.5,7,6,Sunday,1,1,1
2023-01-01 08:00:00,SITE003,datacenter,Data Center,755.7,113.35,18.6,75.1,342.8,8,6,Sunday,1,1,1
2023-01-01 09:00:00,SITE003,datacenter,Data Center,699.66,104.95,18.0,71.0,,9,6,Sunday,1,1,1
2023-01-01 10:00:00,SITE003,datacenter,Data Center,700.63,105.1,19.1,69.0,,10,6,Sunday,1,1,1
2023-01-01 11:00:00,SITE003,datacenter,Data Center,702.3,105.34,19.0,66.9,839.6,11,6,Sunday,1,1,1
2023-01-01 12:00:00,SITE003,datacenter,Data Center,711.73,106.76,20.8,73.5,888.4,12,6,Sunday,1,1,1
2023-01-01 13:00:00,SITE003,datacenter,Data Center,707.55,106.13,20.6,58.4,1036.1,13,6,Sunday,1,1,1
2023-01-01 14:00:00,SITE003,datacenter,Data Center,714.43,107.17,21.8,67.9,960.8,14,6,Sunday,1,1,1
2023-01-01 15:00:00,SITE003,datacenter,Data Center,685.77,102.87,17.6,68.2,821.4,15,6,Sunday,1,1,1
2023-01-01 16:00:00,SITE003,datacenter,Data Center,745.44,111.82,14.7,79.8,624.1,16,6,Sunday,1,1,1
2023-01-01 17:00:00,SITE003,datacenter,Data Center,694.62,104.19,18.3,68.8,549.8,17,6,Sunday,1,1,1
2023-01-01 18:00:00,SITE003,datacenter,Data Center,,,,,,18,6,Sunday,1,1,1
2023-01-01 19:00:00,SITE003,datacenter,Data Center,,,,,,19,6,Sunday,1,1,1
2023-01-01 20:00:00,SITE003,datacenter,Data Center,754.45,113.17,14.2,77.0,22.9,20,6,Sunday,1,1,1
2023-01-01 21:00:00,SITE003,datacenter,Data Center,768.51,115.28,12.5,67.4,0.0,21,6,Sunday,1,1,1
2023-01-01 22:00:00,SITE003,datacenter,Data Center,777.98,116.7,11.8,67.7,0.0,22,6,Sunday,1,1,1
2023-01-01 23:00:00,SITE003,datacenter,Data Center,743.77,111.57,15.8,68.5,0.0,23,6,Sunday,1,1,1
2023-01-02 00:00:00,SITE003,datacenter,Data Center,903.31,135.5,6.5,73.8,68.0,0,0,Monday,1,0,1
2023-01-02 01:00:00,SITE003,datacenter,Data Center,760.02,114.0,13.2,76.7,63.5,1,0,Monday,1,0,1
2023-01-02 02:00:00,SITE003,datacenter,Data Center,824.65,123.7,11.3,64.4,0.0,2,0,Monday,1,0,1
2023-01-02 03:00:00,SITE003,datacenter,Data Center,878.18,131.73,10.4,69.9,11.1,3,0,Monday,1,0,1
2023-01-02 04:00:00,SITE003,datacenter,Data Center,815.6,122.34,13.5,65.6,8.5,4,0,Monday,1,0,1
2023-01-02 05:00:00,SITE003,datacenter,Data Center,766.63,115.0,17.0,65.8,60.8,5,0,Monday,1,0,1
2023-01-02 06:00:00,SITE003,datacenter,Data Center,792.31,118.85,14.3,65.4,0.0,6,0,Monday,1,0,1
2023-01-02 07:00:00,SITE003,datacenter,Data Center,755.36,113.3,16.6,66.6,250.4,7,0,Monday,1,0,1
2023-01-02 08:00:00,SITE003,datacenter,Data Center,728.2,109.23,19.3,65.2,345.5,8,0,Monday,1,0,1
2023-01-02 09:00:00,SITE003,datacenter,Data Center,738.31,110.75,17.9,73.3,545.9,9,0,Monday,1,0,1
2023-01-02 10:00:00,SITE003,datacenter,Data Center,706.76,106.01,20.2,62.5,757.2,10,0,Monday,1,0,1
2023-01-02 11:00:00,SITE003,datacenter,Data Center,749.54,112.43,25.0,70.4,849.6,11,0,Monday,1,0,1
2023-01-02 12:00:00,SITE003,datacenter,Data Center,735.84,110.38,17.1,63.1,886.1,12,0,Monday,1,0,1
2023-01-02 13:00:00,SITE003,datacenter,Data Center,722.38,108.36,17.2,72.6,931.2,13,0,Monday,1,0,1
2023-01-02 14:00:00,SITE003,datacenter,Data Center,718.14,107.72,17.8,67.1,856.6,14,0,Monday,1,0,1
2023-01-02 15:00:00,SITE003,datacenter,Data Center,681.59,102.24,20.9,71.1,816.4,15,0,Monday,1,0,1
2023-01-02 16:00:00,SITE003,datacenter,Data Center,,,18.3,70.4,622.1,16,0,Monday,1,0,1
2023-01-02 17:00:00,SITE003,datacenter,Data Center,,,15.1,74.0,622.2,17,0,Monday,1,0,1
2023-01-02 18:00:00,SITE003,datacenter,Data Center,,,14.2,74.6,466.7,18,0,Monday,1,0,1
2023-01-02 19:00:00,SITE003,datacenter,Data Center,,,16.0,73.0,133.4,19,0,Monday,1,0,1
2023-01-02 20:00:00,SITE003,datacenter,Data Center,,,11.9,74.1,0.0,20,0,Monday,1,0,1
2023-01-02 21:00:00,SITE003,datacenter,Data Center,,,9.1,59.8,10.5,21,0,Monday,1,0,1
2023-01-02 22:00:00,SITE003,datacenter,Data Center,,,14.7,70.1,2.4,22,0,Monday,1,0,1
2023-01-02 23:00:00,SITE003,datacenter,Data Center,831.19,124.68,8.6,63.3,0.0,23,0,Monday,1,0,1
2023-01-03 00:00:00,SITE003,datacenter,Data Center,812.44,121.87,11.4,69.2,0.0,0,1,Tuesday,1,0,1
2023-01-03 01:00:00,SITE003,datacenter,Data Center,792.54,118.88,13.6,66.5,0.0,1,1,Tuesday,1,0,1
2023-01-03 02:00:00,SITE003,datacenter,Data Center,840.13,126.02,9.7,68.4,0.0,2,1,Tuesday,1,0,1
2023-01-03 03:00:00,SITE003,datacenter,Data Center,919.12,137.87,10.2,72.9,13.0,3,1,Tuesday,1,0,1
2023-01-03 04:00:00,SITE003,datacenter,Data Center,787.81,118.17,15.3,78.4,33.5,4,1,Tuesday,1,0,1
2023-01-03 05:00:00,SITE003,datacenter,Data Center,825.88,123.88,8.9,59.3,0.0,5,1,Tuesday,1,0,1
2023-01-03 06:00:00,SITE003,datacenter,Data Center,788.77,118.32,14.5,77.8,0.0,6,1,Tuesday,1,0,1
2023-01-03 07:00:00,SITE003,datacenter,Data Center,724.31,108.65,17.4,68.6,225.6,7,1,Tuesday,1,0,1
2023-01-03 08:00:00,SITE003,datacenter,Data Center,769.06,115.36,15.4,71.1,280.3,8,1,Tuesday,1,0,1
2023-01-03 09:00:00,SITE003,datacenter,Data Center,731.93,109.79,18.9,54.2,631.9,9,1,Tuesday,1,0,1
2023-01-03 10:00:00,SITE003,datacenter,Data Center,688.29,103.24,19.9,72.4,677.6,10,1,Tuesday,1,0,1
2023-01-03 11:00:00,SITE003,datacenter,Data Center,739.52,110.93,16.9,62.0,878.5,11,1,Tuesday,1,0,1
